event_id,sport_key,home_team,away_team,commence_time,bookmaker,bookmaker_title,last_update,market,outcome_name,price,point,snapshot_utc
f31725bf02115b40d00c134f7f730357,basketball_nba,Milwaukee Bucks,Los Angeles Clippers,2026-03-29T19:41:00Z,pointsbetau,PointsBet (AU),2026-03-29T21:24:31Z,spreads,Los Angeles Clippers,2.0,-24.5,20260329_212503
f31725bf02115b40d00c134f7f730357,basketball_nba,Milwaukee Bucks,Los Angeles Clippers,2026-03-29T19:41:00Z,pointsbetau,PointsBet (AU),2026-03-29T21:24:31Z,spreads,Milwaukee Bucks,1.77,24.5,20260329_212503
f31725bf02115b40d00c134f7f730357,basketball_nba,Milwaukee Bucks,Los Angeles Clippers,2026-03-29T19:41:00Z,betfair_ex_au,Betfair,2026-03-29T21:24:23Z,h2h_lay,Los Angeles Clippers,1.01,,20260329_212503
f31725bf02115b40d00c134f7f730357,basketball_nba,Milwaukee Bucks,Los Angeles Clippers,2026-03-29T19:41:00Z,betfair_ex_au,Betfair,2026-03-29T21:24:23Z,h2h_lay,Milwaukee Bucks,500.0,,20260329_212503
f31725bf02115b40d00c134f7f730357,basketball_nba,Milwaukee Bucks,Los Angeles Clippers,2026-03-29T19:41:00Z,tabtouch,TABtouch,2026-03-29T21:24:21Z,spreads,Los Angeles Clippers,1.83,-24.0,20260329_212503
f31725bf02115b40d00c134f7f730357,basketball_nba,Milwaukee Bucks,Los Angeles Clippers,2026-03-29T19:41:00Z,tabtouch,TABtouch,2026-03-29T21:24:21Z,spreads,Milwaukee Bucks,1.87,24.0,20260329_212503
f31725bf02115b40d00c134f7f730357,basketball_nba,Milwaukee Bucks,Los Angeles Clippers,2026-03-29T19:41:00Z,unibet,Unibet,2026-03-29T21:24:31Z,spreads,Los Angeles Clippers,1.85,-24.0,20260329_212503
f31725bf02115b40d00c134f7f730357,basketball_nba,Milwaukee Bucks,Los Angeles Clippers,2026-03-29T19:41:00Z,unibet,Unibet,2026-03-29T21:24:31Z,spreads,Milwaukee Bucks,1.89,24.0,20260329_212503
4a5c2769cf86051e5ed8bdd8a6633ab4,basketball_nba,Indiana Pacers,Miami Heat,2026-03-29T21:11:00Z,neds,Neds,2026-03-29T21:11:05Z,h2h,Indiana Pacers,4.0,,20260329_212503
4a5c2769cf86051e5ed8bdd8a6633ab4,basketball_nba,Indiana Pacers,Miami Heat,2026-03-29T21:11:00Z,neds,Neds,2026-03-29T21:11:05Z,h2h,Miami Heat,1.25,,20260329_212503
4a5c2769cf86051e5ed8bdd8a6633ab4,basketball_nba,Indiana Pacers,Miami Heat,2026-03-29T21:11:00Z,sportsbet,SportsBet,2026-03-29T21:10:53Z,h2h,Indiana Pacers,3.85,,20260329_212503
4a5c2769cf86051e5ed8bdd8a6633ab4,basketball_nba,Indiana Pacers,Miami Heat,2026-03-29T21:11:00Z,sportsbet,SportsBet,2026-03-29T21:10:53Z,h2h,Miami Heat,1.27,,20260329_212503
