event_id,sport_key,home_team,away_team,commence_time,bookmaker,bookmaker_title,last_update,market,outcome_name,price,point,snapshot_utc
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,sportsbet,SportsBet,2026-04-15T21:43:47Z,h2h,Orlando Magic,2.02,,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,sportsbet,SportsBet,2026-04-15T21:43:47Z,h2h,Philadelphia 76ers,1.83,,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,sportsbet,SportsBet,2026-04-15T21:43:47Z,spreads,Orlando Magic,1.9,1.5,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,sportsbet,SportsBet,2026-04-15T21:43:47Z,spreads,Philadelphia 76ers,1.9,-1.5,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,betfair_ex_au,Betfair,2026-04-15T21:44:04Z,h2h,Orlando Magic,2.06,,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,betfair_ex_au,Betfair,2026-04-15T21:44:04Z,h2h,Philadelphia 76ers,1.92,,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,betfair_ex_au,Betfair,2026-04-15T21:44:04Z,h2h_lay,Orlando Magic,2.08,,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,betfair_ex_au,Betfair,2026-04-15T21:44:04Z,h2h_lay,Philadelphia 76ers,1.94,,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,playup,PlayUp,2026-04-15T21:44:00Z,h2h,Orlando Magic,2.02,,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,playup,PlayUp,2026-04-15T21:44:00Z,h2h,Philadelphia 76ers,1.82,,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,playup,PlayUp,2026-04-15T21:44:00Z,spreads,Orlando Magic,1.93,1.5,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,playup,PlayUp,2026-04-15T21:44:00Z,spreads,Philadelphia 76ers,1.88,-1.5,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,neds,Neds,2026-04-15T21:43:35Z,h2h,Orlando Magic,2.02,,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,neds,Neds,2026-04-15T21:43:35Z,h2h,Philadelphia 76ers,1.8,,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,ladbrokes_au,Ladbrokes,2026-04-15T21:43:35Z,h2h,Orlando Magic,2.02,,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,ladbrokes_au,Ladbrokes,2026-04-15T21:43:35Z,h2h,Philadelphia 76ers,1.8,,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,tab,TAB,2026-04-15T21:43:25Z,h2h,Orlando Magic,2.05,,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,tab,TAB,2026-04-15T21:43:25Z,h2h,Philadelphia 76ers,1.8,,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,tab,TAB,2026-04-15T21:43:25Z,spreads,Orlando Magic,1.9,1.5,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,tab,TAB,2026-04-15T21:43:25Z,spreads,Philadelphia 76ers,1.9,-1.5,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,tabtouch,TABtouch,2026-04-15T21:43:35Z,h2h,Orlando Magic,2.02,,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,tabtouch,TABtouch,2026-04-15T21:43:35Z,h2h,Philadelphia 76ers,1.81,,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,tabtouch,TABtouch,2026-04-15T21:43:35Z,spreads,Orlando Magic,1.91,1.5,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,tabtouch,TABtouch,2026-04-15T21:43:35Z,spreads,Philadelphia 76ers,1.88,-1.5,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,unibet,Unibet,2026-04-15T21:43:22Z,h2h,Orlando Magic,2.02,,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,unibet,Unibet,2026-04-15T21:43:22Z,h2h,Philadelphia 76ers,1.81,,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,unibet,Unibet,2026-04-15T21:43:22Z,spreads,Orlando Magic,1.92,1.5,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,unibet,Unibet,2026-04-15T21:43:22Z,spreads,Philadelphia 76ers,1.9,-1.5,20260415_214410
f7264c00c662a127d58f4ab12fc498bc,basketball_nba,Philadelphia 76ers,Orlando Magic,2026-04-15T23:40:00Z,betright,Bet Right,2026-04-15T21:44:00Z,h2h,Orlando Magic,2.02,,20260415_214410
