event_id,sport_key,home_team,away_team,commence_time,bookmaker,bookmaker_title,last_update,market,outcome_name,price,point,snapshot_utc
ab266816a618acf42cd468f0c03d88df,basketball_nba,Boston Celtics,Dallas Mavericks,2026-03-07T00:10:00Z,sportsbet,SportsBet,2026-03-06T21:22:03Z,h2h,Boston Celtics,1.09,,20260306_212225
ab266816a618acf42cd468f0c03d88df,basketball_nba,Boston Celtics,Dallas Mavericks,2026-03-07T00:10:00Z,sportsbet,SportsBet,2026-03-06T21:22:03Z,h2h,Dallas Mavericks,8.0,,20260306_212225
ab266816a618acf42cd468f0c03d88df,basketball_nba,Boston Celtics,Dallas Mavericks,2026-03-07T00:10:00Z,tabtouch,TABtouch,2026-03-06T21:22:19Z,h2h,Boston Celtics,1.09,,20260306_212225
ab266816a618acf42cd468f0c03d88df,basketball_nba,Boston Celtics,Dallas Mavericks,2026-03-07T00:10:00Z,tabtouch,TABtouch,2026-03-06T21:22:19Z,h2h,Dallas Mavericks,7.5,,20260306_212225
ab266816a618acf42cd468f0c03d88df,basketball_nba,Boston Celtics,Dallas Mavericks,2026-03-07T00:10:00Z,unibet,Unibet,2026-03-06T21:21:48Z,h2h,Boston Celtics,1.09,,20260306_212225
ab266816a618acf42cd468f0c03d88df,basketball_nba,Boston Celtics,Dallas Mavericks,2026-03-07T00:10:00Z,unibet,Unibet,2026-03-06T21:21:48Z,h2h,Dallas Mavericks,7.5,,20260306_212225
ab266816a618acf42cd468f0c03d88df,basketball_nba,Boston Celtics,Dallas Mavericks,2026-03-07T00:10:00Z,pointsbetau,PointsBet (AU),2026-03-06T21:21:33Z,h2h,Boston Celtics,1.1,,20260306_212225
ab266816a618acf42cd468f0c03d88df,basketball_nba,Boston Celtics,Dallas Mavericks,2026-03-07T00:10:00Z,pointsbetau,PointsBet (AU),2026-03-06T21:21:33Z,h2h,Dallas Mavericks,7.5,,20260306_212225
ab266816a618acf42cd468f0c03d88df,basketball_nba,Boston Celtics,Dallas Mavericks,2026-03-07T00:10:00Z,betright,Bet Right,2026-03-06T21:21:56Z,h2h,Boston Celtics,1.1,,20260306_212225
ab266816a618acf42cd468f0c03d88df,basketball_nba,Boston Celtics,Dallas Mavericks,2026-03-07T00:10:00Z,betright,Bet Right,2026-03-06T21:21:56Z,h2h,Dallas Mavericks,7.0,,20260306_212225
ab266816a618acf42cd468f0c03d88df,basketball_nba,Boston Celtics,Dallas Mavericks,2026-03-07T00:10:00Z,neds,Neds,2026-03-06T21:22:19Z,h2h,Boston Celtics,1.09,,20260306_212225
ab266816a618acf42cd468f0c03d88df,basketball_nba,Boston Celtics,Dallas Mavericks,2026-03-07T00:10:00Z,neds,Neds,2026-03-06T21:22:19Z,h2h,Dallas Mavericks,7.75,,20260306_212225
ab266816a618acf42cd468f0c03d88df,basketball_nba,Boston Celtics,Dallas Mavericks,2026-03-07T00:10:00Z,tab,TAB,2026-03-06T21:22:19Z,h2h,Boston Celtics,1.1,,20260306_212225
ab266816a618acf42cd468f0c03d88df,basketball_nba,Boston Celtics,Dallas Mavericks,2026-03-07T00:10:00Z,tab,TAB,2026-03-06T21:22:19Z,h2h,Dallas Mavericks,7.5,,20260306_212225
ab266816a618acf42cd468f0c03d88df,basketball_nba,Boston Celtics,Dallas Mavericks,2026-03-07T00:10:00Z,ladbrokes_au,Ladbrokes,2026-03-06T21:21:46Z,h2h,Boston Celtics,1.09,,20260306_212225
ab266816a618acf42cd468f0c03d88df,basketball_nba,Boston Celtics,Dallas Mavericks,2026-03-07T00:10:00Z,ladbrokes_au,Ladbrokes,2026-03-06T21:21:46Z,h2h,Dallas Mavericks,7.75,,20260306_212225
ab266816a618acf42cd468f0c03d88df,basketball_nba,Boston Celtics,Dallas Mavericks,2026-03-07T00:10:00Z,playup,PlayUp,2026-03-06T21:21:40Z,h2h,Boston Celtics,1.12,,20260306_212225
ab266816a618acf42cd468f0c03d88df,basketball_nba,Boston Celtics,Dallas Mavericks,2026-03-07T00:10:00Z,playup,PlayUp,2026-03-06T21:21:40Z,h2h,Dallas Mavericks,6.75,,20260306_212225
ab266816a618acf42cd468f0c03d88df,basketball_nba,Boston Celtics,Dallas Mavericks,2026-03-07T00:10:00Z,betfair_ex_au,Betfair,2026-03-06T21:22:21Z,h2h,Boston Celtics,1.12,,20260306_212225
