event_id,sport_key,home_team,away_team,commence_time,bookmaker,bookmaker_title,last_update,market,outcome_name,price,point,snapshot_utc
289fb44a6171fe5e7365b05dca97889e,basketball_nba,Charlotte Hornets,Phoenix Suns,2026-04-02T23:10:00Z,neds,Neds,2026-04-02T21:29:25Z,h2h,Charlotte Hornets,1.42,,20260402_212939
289fb44a6171fe5e7365b05dca97889e,basketball_nba,Charlotte Hornets,Phoenix Suns,2026-04-02T23:10:00Z,neds,Neds,2026-04-02T21:29:25Z,h2h,Phoenix Suns,2.9,,20260402_212939
289fb44a6171fe5e7365b05dca97889e,basketball_nba,Charlotte Hornets,Phoenix Suns,2026-04-02T23:10:00Z,ladbrokes_au,Ladbrokes,2026-04-02T21:29:10Z,h2h,Charlotte Hornets,1.42,,20260402_212939
289fb44a6171fe5e7365b05dca97889e,basketball_nba,Charlotte Hornets,Phoenix Suns,2026-04-02T23:10:00Z,ladbrokes_au,Ladbrokes,2026-04-02T21:29:10Z,h2h,Phoenix Suns,2.9,,20260402_212939
289fb44a6171fe5e7365b05dca97889e,basketball_nba,Charlotte Hornets,Phoenix Suns,2026-04-02T23:10:00Z,sportsbet,SportsBet,2026-04-02T21:28:47Z,h2h,Charlotte Hornets,1.41,,20260402_212939
289fb44a6171fe5e7365b05dca97889e,basketball_nba,Charlotte Hornets,Phoenix Suns,2026-04-02T23:10:00Z,sportsbet,SportsBet,2026-04-02T21:28:47Z,h2h,Phoenix Suns,3.0,,20260402_212939
289fb44a6171fe5e7365b05dca97889e,basketball_nba,Charlotte Hornets,Phoenix Suns,2026-04-02T23:10:00Z,sportsbet,SportsBet,2026-04-02T21:28:47Z,spreads,Charlotte Hornets,1.94,-6.5,20260402_212939
289fb44a6171fe5e7365b05dca97889e,basketball_nba,Charlotte Hornets,Phoenix Suns,2026-04-02T23:10:00Z,sportsbet,SportsBet,2026-04-02T21:28:47Z,spreads,Phoenix Suns,1.86,6.5,20260402_212939
289fb44a6171fe5e7365b05dca97889e,basketball_nba,Charlotte Hornets,Phoenix Suns,2026-04-02T23:10:00Z,betright,Bet Right,2026-04-02T21:28:58Z,h2h,Charlotte Hornets,1.43,,20260402_212939
289fb44a6171fe5e7365b05dca97889e,basketball_nba,Charlotte Hornets,Phoenix Suns,2026-04-02T23:10:00Z,betright,Bet Right,2026-04-02T21:28:58Z,h2h,Phoenix Suns,2.85,,20260402_212939
289fb44a6171fe5e7365b05dca97889e,basketball_nba,Charlotte Hornets,Phoenix Suns,2026-04-02T23:10:00Z,betr_au,Betr,2026-04-02T21:29:10Z,h2h,Charlotte Hornets,1.43,,20260402_212939
289fb44a6171fe5e7365b05dca97889e,basketball_nba,Charlotte Hornets,Phoenix Suns,2026-04-02T23:10:00Z,betr_au,Betr,2026-04-02T21:29:10Z,h2h,Phoenix Suns,2.9,,20260402_212939
